idx_type,date,value
i12_econ_exp,1982-01-01,-43.7934458788481
i12_econ_exp,1982-04-01,-31.8885448916409
i12_econ_exp,1982-07-01,-49.6424923391216
i12_econ_exp,1982-10-01,-52.4340770791075
i12_econ_exp,1983-01-01,-44.955044955045
i12_econ_exp,1983-04-01,-4.84848484848485
i12_econ_exp,1983-07-01,-15.4382470119522
i12_econ_exp,1983-10-01,-9.96916752312436
i12_econ_exp,1984-01-01,3.5538005923001
i12_econ_exp,1984-04-01,-4.94450050454087
i12_econ_exp,1984-07-01,3.74609781477627
i12_econ_exp,1984-10-01,-1.77865612648221
i12_econ_exp,1985-01-01,3.21910695742471
i12_econ_exp,1985-04-01,5.58943089430894
i12_econ_exp,1985-07-01,5.19877675840979
i12_econ_exp,1985-10-01,6.94586312563841
i12_econ_exp,1986-01-01,18.0080482897384
i12_econ_exp,1986-04-01,15.6441717791411
i12_econ_exp,1986-07-01,7.6844262295082
i12_econ_exp,1986-10-01,4.96380558428128
i12_econ_exp,1987-01-01,0.842105263157895
i12_econ_exp,1987-04-01,-0.527426160337553
i12_econ_exp,1987-07-01,-6.33047210300429
i12_econ_exp,1987-10-01,-10.6223175965665
i12_econ_exp,1988-01-01,-18.2875264270613
i12_econ_exp,1988-04-01,-21.8619246861925
i12_econ_exp,1988-07-01,2.86006128702758
i12_econ_exp,1988-10-01,2.80082987551867
i12_econ_exp,1989-01-01,18.348623853211
i12_econ_exp,1989-04-01,3.27868852459016
i12_econ_exp,1989-07-01,-6.69412976313079
i12_econ_exp,1989-10-01,11.2938596491228
i12_econ_exp,1990-01-01,-12.7982646420824
i12_econ_exp,1990-04-01,-11.3561190738699
i12_econ_exp,1990-07-01,-15.4261057173679
i12_econ_exp,1990-10-01,-68.042328042328
i12_econ_exp,1991-01-01,-72.5263157894737
i12_econ_exp,1991-04-01,-31.866028708134
i12_econ_exp,1991-07-01,-56.0406091370559
i12_econ_exp,1991-10-01,-60.8652900688299
i12_econ_exp,1992-01-01,-71.3619402985075
i12_econ_exp,1992-04-01,-52.1564694082247
i12_econ_exp,1992-07-01,-55.9760956175299
i12_econ_exp,1992-10-01,-67.6413255360624
i12_econ_exp,1993-01-01,-61.7933723196881
i12_econ_exp,1993-04-01,-33.6693548387097
i12_econ_exp,1993-07-01,-38.109756097561
i12_econ_exp,1993-10-01,-10.8055009823183
i12_econ_exp,1994-01-01,7.58620689655172
